web-scraper-order;web-scraper-start-url;load_article;load_article-href;get_title;get_authors;get_year;get_journal
1647173641-383;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wachstumsbarrieren bei der Nutzung von betrieblichen Lernplattformen.;https://www.alexandria.unisg.ch/102531/;Wachstumsbarrieren bei der Nutzung von betrieblichen Lernplattformen;"Wildi, Dennis; Back, Andrea & Gfeller, Reto";01. Feb 11;HMD : Praxis der Wirtschaftsinformatik
1647172847-4;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management.;https://www.alexandria.unisg.ch/66888/;Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management;Back, Andrea;12. Mai 98;
1647173453-293;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum.;https://www.alexandria.unisg.ch/214383/;Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum;"Friedel, Dominik; Back, Andrea & Wieland, Ralf";28. Sep 11;
1647173668-396;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mediennutzung in der Projektkommunikation von Studierenden - Analyse dreier Praxisprojekte unter besonderer Berücksichtigung der Kollaborationsplattform MavenLink.;https://www.alexandria.unisg.ch/238596/;Mediennutzung in der Projektkommunikation von Studierenden - Analyse dreier Praxisprojekte unter besonderer Berücksichtigung der Kollaborationsplattform MavenLink;Rennhard, Yannick & Back, Andrea;30. Sep 14;Interdisziplinäre Zeitschrift für Technologie und Lernen : iTeL
1647173402-269;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien.;https://www.alexandria.unisg.ch/216026/;Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien;Wertvolle Anregungen zur gewinnbringenden Nutzung von Web-2.0-Anwendungen und Social Media in Unternehmen und Verwaltung.Wikis, Blogs, Community-Plattformen und Social Media sind heute selbstverständlich in der Geschäftspraxis. Typische Einsatzfelder sind interne Kollaboration, Wissens- und Innovationsmanagement, Marketing und Recruiting. Wie kann Social Software ihre Aufgaben beeinflussen und ihre Prozesse verbessern? Über 60 führende Autorinnen und Autoren aus Wissenschaft und Praxis geben darauf in diesem Buch eine Antwort.Das Buch schafft Klarheit über Web-2.0-Prinzipien und den Zusammenhang relevanter Fachbegriffe. Die detaillierte Beschreibung der Anwendungsklassen und Konzepte - wie z. B. Soziale Netzwerke, Blogs, Wikis, Microblogging, Crowdsourcing oder Social Forecasting - macht die vielseitigen Nutzungsmöglichkeiten von Social Business Software verständlich. Auch jüngste Entwicklungen im mobilen Web 2.0 und die zunehmend stärker integrierten Anwendungen im Enterprise 2.0 werden behandelt.Hinzu kommen 20 ausführlich beschriebene Fallstudien, die einen Querschnitt über die verschiedenen Geschäftsprozesse in zahlreichen Branchen abdecken und zeigen, was in der Praxis Nutzen bringt und welche Erfolgsfaktoren ausschlaggebend sind. Lösungen von namhaften Grossunternehmen sind ebenso vertreten wie Lösungen von KMU und Anwendungen im öffentlichen Sektor. Die in der 3. Auflage neu hinzugekommenen Kapitel zu Rahmenbedingungen und Methoden liefern Projektverantwortlichen konkrete Managementinstrumente, um Social-Software-Projekte ganzheitlich und kompetent angehen zu können.Vorschau im [http://www.oldenbourg-verlag.de/wissenschaftsverlag/web-20-und-social-media-unternehmenspraxis/9783486598322 Oldenbourg Verlag];2012;
1647173681-402;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The Influence of Risk Factors in Decision-Making Process for Open Source Software Adoption.;https://www.alexandria.unisg.ch/246832/;The Influence of Risk Factors in Decision-Making Process for Open Source Software Adoption;Silic, Mario & Back, Andrea;Jan 16;International Journal of Information Technology and Decision Making
1647173421-278;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Software Tools for E-Collaboration: Evaluating Web-Conferencing Tools.;https://www.alexandria.unisg.ch/213725/;Software Tools for E-Collaboration: Evaluating Web-Conferencing Tools;"Mayrhofer, David; Back, Andrea; Hubschmid, Roger & Heidecke, Florian";17. Mai 05;
1647173710-416;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?;https://www.alexandria.unisg.ch/260201/;Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?;Lötscher, Julia & Back, Andrea;06. Mai 20;Wirtschaftsinformatik & Management
1647173156-151;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Computer Supported Cooperative Work im Fokus des Bankensektors.;https://www.alexandria.unisg.ch/214141/;Computer Supported Cooperative Work im Fokus des Bankensektors;"Back, Andrea; Bauknecht, K.; Morger, O. & Tjoa, A.";01. Jan 97;
1647173660-392;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Employee Acceptance and Use of Unified Communications and Collaboration in a Cross-Cultural Environment.;https://www.alexandria.unisg.ch/234560/;Employee Acceptance and Use of Unified Communications and Collaboration in a Cross-Cultural Environment;"Silic, Mario; Back, Andrea & Sammer, Thomas";2014;International Journal of e-Collaboration
1647173444-289;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry.;https://www.alexandria.unisg.ch/232358/;Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry;Back, Andrea & Haager, Christopher;12. Jun 11;
1647172984-69;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter.;https://www.alexandria.unisg.ch/213727/;Schöne neue Arbeitswelt: Die Rolle von E-Tools für Ihre Informations- und Wissensarbeiter;Back, Andrea;12. Okt 04;
1647173367-252;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Inter-, trans- und multidisziplinär – Eine essayistische Annäherung mit Blick auf die Wirtschaftsinformatik.;https://www.alexandria.unisg.ch/231831/;Inter-, trans- und multidisziplinär – Eine essayistische Annäherung mit Blick auf die Wirtschaftsinformatik;Back, Andrea;2014;
1647172902-30;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;eLearning als Herausforderung für die Personal- und Organisationsentwicklung.;https://www.alexandria.unisg.ch/214097/;eLearning als Herausforderung für die Personal- und Organisationsentwicklung;Back, Andrea;17 July 2001;
1647173283-212;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Critical Success Factors (CSF).;https://www.alexandria.unisg.ch/213910/;Critical Success Factors (CSF);Back, Andrea;2001;
1647173557-343;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Der Cyberspace des 21. Jahrhunderts - Unsere virtuelle neue Welt?;https://www.alexandria.unisg.ch/196991/;Der Cyberspace des 21. Jahrhunderts - Unsere virtuelle neue Welt?;Back, Andrea;01. Jan 97;Forum FN: Themen der Zeit
1647173309-224;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Outlook: Beyond organizational boundaries - Knowledge Networks for Growth.;https://www.alexandria.unisg.ch/261/;Outlook: Beyond organizational boundaries - Knowledge Networks for Growth;Enkel, Ellen;2006;
1647173566-347;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Technology enabled Management Education - Die Lernumgebung MBE Genius im Bereich Executive Study an der Universität St. Gallen.;https://www.alexandria.unisg.ch/213758/;Technology enabled Management Education - Die Lernumgebung MBE Genius im Bereich Executive Study an der Universität St. Gallen;"Back, Andrea; Kramhoeller, S. & Seufert, Sabine";01. Jan 98;iomanagement
1647173534-332;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Kanzleiinformationssystem.;https://www.alexandria.unisg.ch/213561/;Kanzleiinformationssystem;Back, Andrea & Seufert, Andreas;01. Jan 95;Datenverarbeitung-Steuer-Wirtschaft-Recht
1647173482-307;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Design Requirements for Collaboration Processes to Increase Customer Trust in Mobile Banking Platforms.;https://www.alexandria.unisg.ch/232054/;Design Requirements for Collaboration Processes to Increase Customer Trust in Mobile Banking Platforms;Ruf, Christian & Back, Andrea;01. Jun 14;
1647173256-199;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Agile Innovation for Next Generation Mobile Business.;https://www.alexandria.unisg.ch/255092/;Agile Innovation for Next Generation Mobile Business;Guggisberg, Vanessa & Back, Andrea;Dez 17;
1647173066-108;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mit Medienkompetenz zum Studierendenerlebnis.;https://www.alexandria.unisg.ch/213933/;Mit Medienkompetenz zum Studierendenerlebnis;Back, Andrea;26. Nov 09;
1647173666-395;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Shadow IT - A view from behind the curtain.;https://www.alexandria.unisg.ch/232521/;Shadow IT - A view from behind the curtain;Silic, Mario & Back, Andrea;01. Sep 14;Computers & Security
1647173248-195;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design.;https://www.alexandria.unisg.ch/226769/;Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design;Walter, Thomas & Back, Andrea;2013;
1647173121-134;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Social Media: What is Social Media and how will Social Media change our future working environment.;https://www.alexandria.unisg.ch/216812/;Social Media: What is Social Media and how will Social Media change our future working environment;Back, Andrea;20. Aug 12;
1647173068-109;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Twitter - Begegnung mit altbekannten Lernsituationen.;https://www.alexandria.unisg.ch/213947/;Twitter - Begegnung mit altbekannten Lernsituationen;Back, Andrea;04. Feb 10;
1647173633-379;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Veni - VIDEO - Vici: Videobasiertes eLearning auf dem Siegeszug 2.0.;https://www.alexandria.unisg.ch/213137/;Veni - VIDEO - Vici: Videobasiertes eLearning auf dem Siegeszug 2.0;Back, Andrea;01. Aug 09;Jahrbuch eLearning & Wissensmanagement 2009/2010, eLearning Quo vadis?
1647173329-234;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The Concept of Knowledge Networks for Growth.;https://www.alexandria.unisg.ch/255/;The Concept of Knowledge Networks for Growth;"Enkel, Ellen; Back, Andrea & Vonkrogh, Georg";2007;
1647173582-355;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensstrategien für die Zukunft.;https://www.alexandria.unisg.ch/196999/;Wissensstrategien für die Zukunft;Back, Andrea & Seufert, Andreas;01. Jan 00;Controller News
1647173593-360;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Plato-Cookbook: Wie gestalte ich meinen Unterricht im Internet-Klassenzimmer?;https://www.alexandria.unisg.ch/213808/;Plato-Cookbook: Wie gestalte ich meinen Unterricht im Internet-Klassenzimmer?;Back, Andrea;01. Feb 01;Forum
1647173580-354;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Towards knowledge networking.;https://www.alexandria.unisg.ch/213591/;Towards knowledge networking;"Seufert, Andreas; von Krogh, G. & Back, Andrea";01. Okt 99;Journal of Knowledge Management
1647173457-295;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.;https://www.alexandria.unisg.ch/211868/;Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz;"Sammer, Thomas; Lazur, Christian; Walter, Thomas & Back, Andrea";01. Mär 12;GI-Edition
1647173144-145;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The Race to the Top : Will a 'Bring Your Own Device' (BYOD) Policy Contribute to the Success of the Adidas Group?;https://www.alexandria.unisg.ch/227151/;The Race to the Top : Will a 'Bring Your Own Device' (BYOD) Policy Contribute to the Success of the Adidas Group?;Sammer, Thomas & Back, Andrea;2013;
1647172992-73;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen.;https://www.alexandria.unisg.ch/214118/;Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen;Back, Andrea;29. Jun 05;
1647173139-143;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Digital-Entrepreneurship-Werkstatt: Ein Start-up Baukasten für das Klassenzimmer.;https://www.alexandria.unisg.ch/260243/;Digital-Entrepreneurship-Werkstatt: Ein Start-up Baukasten für das Klassenzimmer;Grüttner, Arne & Back, Andrea;Mai 20;bildung+ schule digital
1647173702-412;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Conceptual framework for collaborative open innovation with a startup ecosystem.;https://www.alexandria.unisg.ch/258570/;Conceptual framework for collaborative open innovation with a startup ecosystem;"Peter, Lukas; Back, Andrea & Werro, Tina";2019;Innovation in the Digital Economy
1647173404-270;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile Business : Management von mobiler IT in Unternehmen.;https://www.alexandria.unisg.ch/229147/;Mobile Business : Management von mobiler IT in Unternehmen;"Sammer, Thomas; Back, Andrea & Walter, Thomas";2014;
1647173106-127;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Ich bin drin - im Web 2.0! Meine Arbeitspraxis 2.0.;https://www.alexandria.unisg.ch/216764/;Ich bin drin - im Web 2.0! Meine Arbeitspraxis 2.0.;Back, Andrea;02. Dez 11;
1647173385-261;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning: Ein Wörterbuch.;https://www.alexandria.unisg.ch/214275/;E-Learning: Ein Wörterbuch;"Back, Andrea; Bendel, Oliver & Stoller-Schai, Daniel";2002;
1647173196-170;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Perspective for our partners: Innovation, Knowledge creation, Customer Integration and Launching new Ventures.;https://www.alexandria.unisg.ch/296/;Perspective for our partners: Innovation, Knowledge creation, Customer Integration and Launching new Ventures;"Enkel, Ellen; Gibbert, Michael; Makarevitch, Alexei & Vassiliadis, Stefanos";2001;
1647173645-385;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Stille Revolution im Workplace Learning.;https://www.alexandria.unisg.ch/214355/;Stille Revolution im Workplace Learning;Back, Andrea;01. Apr 11;"HR Today Special ""Personal Swiss 2011"""
1647173146-146;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile Business 2013 : Der Einfluss von Second Generation Enterprise Mobility auf die Value Chain von Unternehmen.;https://www.alexandria.unisg.ch/232126/;Mobile Business 2013 : Der Einfluss von Second Generation Enterprise Mobility auf die Value Chain von Unternehmen;"Sammer, Thomas; Back, Andrea & Bessing, Stefan";2013;
1647173319-229;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Supporting Growth through Innovation Networks in Unilever.;https://www.alexandria.unisg.ch/260/;Supporting Growth through Innovation Networks in Unilever;"Rumyantseva, Maria; Enkel, Ellen & Pos, A.";2007;
1647172872-16;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lernen in der Wissensgesellschaft: Paradigmenwechsel für die betriebliche Bildung.;https://www.alexandria.unisg.ch/214217/;Lernen in der Wissensgesellschaft: Paradigmenwechsel für die betriebliche Bildung;Back, Andrea;20. Okt 99;
1647172883-21;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action.;https://www.alexandria.unisg.ch/213854/;High-Tech Teaching in a Semi-Virtual CEMS Course: Experiences with Collaborative Learning in Action;Back, Andrea;18. Mai 00;
1647173141-144;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext.;https://www.alexandria.unisg.ch/214359/;Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext;Back, Andrea & Friedel, Dominik;01. Okt 11;
1647173041-96;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger.;https://www.alexandria.unisg.ch/67844/;Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger;Back, Andrea;03. Mär 09;
1647173616-371;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/213594/;Beiträge des Balanced-Scorecard-Ansatzes zur strategischen Verankerung von E-Learning im Unternehmen;Back, Andrea & Leithner, Barbara;01. Mär 06;Zeitschrift für Betriebswirtschaft
1647173442-288;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Critical Success Factors of Global Enterprise Resource Planning Programmes: An Empirical Model Based on Expert Interviews.;https://www.alexandria.unisg.ch/214386/;Critical Success Factors of Global Enterprise Resource Planning Programmes: An Empirical Model Based on Expert Interviews;Seidel, Gunter & Back, Andrea;09. Jun 11;
1647173568-348;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Szenario Bildungslandschaft 2005.;https://www.alexandria.unisg.ch/213742/;Szenario Bildungslandschaft 2005;Back, Andrea;01. Jan 98;Informatik/Informatique
1647173177-161;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Knowledge Networks - A Tools Perspective.;https://www.alexandria.unisg.ch/197477/;Knowledge Networks - A Tools Perspective;"Raimann, Joerg; Koehne, Marija; Seufert, Andreas; Back, Andrea & von Krogh, G.";01. Jan 00;
1647173545-337;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Vom Firmenhauptsitz ins Telecottage.;https://www.alexandria.unisg.ch/213623/;Vom Firmenhauptsitz ins Telecottage;Back, Andrea & Schuka, Oliver;01. Jan 96;Output Focus
1647172986-70;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Einführung.;https://www.alexandria.unisg.ch/213501/;Einführung;Back, Andrea;18. Nov 04;
1647173689-406;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;What are the Keys to a Successful Mobile Payment System? Case of Cytizi: Mobile Payment System.;https://www.alexandria.unisg.ch/249092/;What are the Keys to a Successful Mobile Payment System? Case of Cytizi: Mobile Payment System;Silic, Mario & Back, Andrea;22. Aug 16;Journal of Global Information Management
1647173532-331;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel.;https://www.alexandria.unisg.ch/213946/;Aspekte zur Implementierung und Nutzung einer Prozesskostenrechnung. Rubrik Meinungsspiegel;Back, Andrea;01. Jan 94;Kostenrechnungspraxis-Sonderheft
1647173469-301;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Adoption of Online Videos in Organizations : A Multi-Case Comparison.;https://www.alexandria.unisg.ch/223554/;Adoption of Online Videos in Organizations : A Multi-Case Comparison;Ruf, Christian & Back, Andrea;09. Jun 13;
1647173639-382;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning zunächst ganz pragmatisch als Kundenservice.;https://www.alexandria.unisg.ch/214249/;E-Learning zunächst ganz pragmatisch als Kundenservice;Back, Andrea;01. Dez 10;Zeitschrift für E-Learning : Lernkultur und Bildungstechnologie
1647173231-187;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web-Conferencing Software Tools: A Comprehensive Market Survey.;https://www.alexandria.unisg.ch/214335/;Web-Conferencing Software Tools: A Comprehensive Market Survey;"Mayrhofer, David; Back, Andrea & Hubschmid, Roger";01. Apr 04;
1647173624-375;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Group Wisdom Support Systems: Aggregating the Insights of many trough Information Technology.;https://www.alexandria.unisg.ch/67617/;Group Wisdom Support Systems: Aggregating the Insights of many trough Information Technology;Wagner, Christian & Back, Andrea;01. Okt 08;Issues in Information Systems (IIS)
1647173311-225;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Developmental aspects and supportive factors in Knowledge Networks.;https://www.alexandria.unisg.ch/262/;Developmental aspects and supportive factors in Knowledge Networks;"Köhne, M.; Enkel, Ellen & Ulrich, C.";2006;
1647173194-169;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Perspective for our partners: New Ventures: important concepts and theories.;https://www.alexandria.unisg.ch/294/;Perspective for our partners: New Ventures: important concepts and theories;Makarevitch, Alexei & Enkel, Ellen;2001;
1647173158-152;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze.;https://www.alexandria.unisg.ch/213091/;State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze;Back, Andrea & Seufert, Andreas;04. Mär 97;
1647172860-10;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Einführung und Leitung 1. Block 2. Woche: ""Applikationen"", Groupware und Knowledge Management.";https://www.alexandria.unisg.ch/66853/;"Einführung und Leitung 1. Block 2. Woche: ""Applikationen"", Groupware und Knowledge Management";Back, Andrea;05. Jan 99;
1647172971-63;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning industry updates & recommendations.;https://www.alexandria.unisg.ch/66844/;E-Learning industry updates & recommendations;Back, Andrea;24. Mär 04;
1647172927-42;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensmanagement.;https://www.alexandria.unisg.ch/213927/;Wissensmanagement;Back, Andrea;13. Mär 02;
1647173679-401;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Email: from hero to zero - the beginning of the end?;https://www.alexandria.unisg.ch/243832/;Email: from hero to zero - the beginning of the end?;"Silic, Mario; Back, Andrea & Silic, Dario";01. Nov 15;Journal of Information Technology Teaching Cases
1647172891-25;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning als Wachstumsmarkt: Zahlen, Fakten und Beispiele.;https://www.alexandria.unisg.ch/66840/;E-Learning als Wachstumsmarkt: Zahlen, Fakten und Beispiele;Back, Andrea;02. Nov 00;
1647172849-5;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wirtschaftlichkeitsanalysen im IV-Bereich.;https://www.alexandria.unisg.ch/66896/;Wirtschaftlichkeitsanalysen im IV-Bereich;Back, Andrea;02. Jun 98;
1647173612-369;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Dissertationserhebung in der Wirtschaftsinformatik 2004.;https://www.alexandria.unisg.ch/65995/;Dissertationserhebung in der Wirtschaftsinformatik 2004;"Heidecke, Florian; Back, Andrea & Brenner, Walter";01. Jun 05;Wirtschaftsinformatik
1647173125-136;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Demos von Anwendungen aus der Praxis und Forschungsergebnissen.;https://www.alexandria.unisg.ch/216814/;Demos von Anwendungen aus der Praxis und Forschungsergebnissen;Back, Andrea & von Koenigsmarck, Otfried;11. Sep 12;
1647173292-216;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Entscheidungsunterstützungssysteme.;https://www.alexandria.unisg.ch/213558/;Entscheidungsunterstützungssysteme;Back, Andrea;2002;
1647173246-194;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes.;https://www.alexandria.unisg.ch/213580/;Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes;Seidel, Gunter & Back, Andrea;01. Mär 10;
1647173054-102;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Differences in ERP Implementations in India & Western Europe.;https://www.alexandria.unisg.ch/214231/;Differences in ERP Implementations in India & Western Europe;Talwar, Manish & Back, Andrea;09. Aug 09;
1647172996-75;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;How work is changing in the Information Age.;https://www.alexandria.unisg.ch/66912/;How work is changing in the Information Age;Back, Andrea;28. Feb 06;
1647172889-24;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;e-Learning-Projekte: Neue Möglichkeiten durch vernetztes Lernen. Konzepte - Geschäftsmodelle - Erfahrungen.;https://www.alexandria.unisg.ch/66839/;e-Learning-Projekte: Neue Möglichkeiten durch vernetztes Lernen. Konzepte - Geschäftsmodelle - Erfahrungen;Back, Andrea;28. Sep 00;
1647173587-357;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensmanagement - eine Bestandsaufnahme.;https://www.alexandria.unisg.ch/66718/;Wissensmanagement - eine Bestandsaufnahme;"Back, Andrea; Seufert, Andreas & von Krogh, G.";01. Apr 00;SAP Info
1647173503-317;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Deterrent Effects of Warnings on User’s Behavior in Preventing Malicious Software Use.;https://www.alexandria.unisg.ch/250195/;Deterrent Effects of Warnings on User’s Behavior in Preventing Malicious Software Use;Silic, Mario & Back, Andrea;06. Jan 17;
1647173505-318;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement.;https://www.alexandria.unisg.ch/250228/;Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement;Silic, Mario & Back, Andrea;07. Jan 17;
1647173390-263;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks.;https://www.alexandria.unisg.ch/254/;Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks;;2005;
1647173413-274;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Workplace e-collaboration in Practice - Identifying preconditions for successfully implementing e-collaboration in organizations.;https://www.alexandria.unisg.ch/66701/;Workplace e-collaboration in Practice - Identifying preconditions for successfully implementing e-collaboration in organizations.;Mayrhofer, David & Back, Andrea;19. Mai 03;
1647173327-233;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning strategisch verankern.;https://www.alexandria.unisg.ch/66658/;E-Learning strategisch verankern;Back, Andrea;2007;
1647172977-66;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning quo vadis? Innovationsrichtungen veranschaulicht am St. Galler E-Learning Referenzmodell.;https://www.alexandria.unisg.ch/66845/;E-Learning quo vadis? Innovationsrichtungen veranschaulicht am St. Galler E-Learning Referenzmodell;Back, Andrea;13. Mai 04;
1647173185-165;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Competing with Intellectual Capital: Theoretical Background.;https://www.alexandria.unisg.ch/196948/;Competing with Intellectual Capital: Theoretical Background;"Back, Andrea; Seufert, Andreas; Vassiliadis, Stefanos & von Krogh, Georg";20. Mär 00;
1647172908-33;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning strategisch! Balanced Scorecard: Strategieinstrument für E-Learning.;https://www.alexandria.unisg.ch/66848/;E-Learning strategisch! Balanced Scorecard: Strategieinstrument für E-Learning;Back, Andrea;20. Sep 01;
