web-scraper-order;web-scraper-start-url;load_article;load_article-href;get_title;get_authors;get_year;get_journal
1647172887-23;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensmanagement und IT-Technologie - eine häufig missverstandene Beziehung.;https://www.alexandria.unisg.ch/213261/;Wissensmanagement und IT-Technologie - eine häufig missverstandene Beziehung;Back, Andrea;6 July 2000;
1647172965-60;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lerneffektivität im Licht der Geschäftsziele: HR-Balanced Scorecard.;https://www.alexandria.unisg.ch/66873/;Lerneffektivität im Licht der Geschäftsziele: HR-Balanced Scorecard;Back, Andrea;11. Feb 04;
1647172969-62;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning Balanced Scorecard.;https://www.alexandria.unisg.ch/66841/;E-Learning Balanced Scorecard;Back, Andrea;23. Mär 04;
1647173229-186;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web-Conferencing Software Tools: Evaluierung der Marktführer.;https://www.alexandria.unisg.ch/67644/;Web-Conferencing Software Tools: Evaluierung der Marktführer;"Mayrhofer, David; Back, Andrea & Hubschmid, Roger";01. Apr 04;
1647172916-37;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"RING-Workshop zum Thema ""Wissensmanagement"" bei Radio DRS.";https://www.alexandria.unisg.ch/66883/;"RING-Workshop zum Thema ""Wissensmanagement"" bei Radio DRS";Back, Andrea;18. Dez 01;
1647173694-408;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;A new perspective on neutralization and deterrence: Predicting shadow IT usage.;https://www.alexandria.unisg.ch/250409/;A new perspective on neutralization and deterrence: Predicting shadow IT usage;"Silic, Mario; Barlow, Jordan B. & Back, Andrea";01. Dez 17;Information & management
1647172895-27;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Knowledge Management und E-Learning.;https://www.alexandria.unisg.ch/214083/;Knowledge Management und E-Learning;Back, Andrea;14. Nov 00;
1647172921-39;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;eLearning im Unternehmen: Lessons Learned und Erfahrungslücken.;https://www.alexandria.unisg.ch/66857/;eLearning im Unternehmen: Lessons Learned und Erfahrungslücken;Back, Andrea;07. Feb 02;
1647173022-87;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung.;https://www.alexandria.unisg.ch/197081/;Sind Sie up-to-date? Übersicht über moderne Kommunikationsmittel und ihre praktische Anwendung;Back, Andrea;10. Mai 07;
1647173673-398;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Critical Factors Influencing Diffusion of Interactivity Innovations on Corporate Websites.;https://www.alexandria.unisg.ch/241299/;Critical Factors Influencing Diffusion of Interactivity Innovations on Corporate Websites;Zollet, Roman & Back, Andrea;11. Mai 15;IEEE Transactions on Professional Communication
1647172956-56;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Der rechte Umgang mit Stakeholdern.;https://www.alexandria.unisg.ch/66833/;Der rechte Umgang mit Stakeholdern;Back, Andrea;08. Okt 03;
1647172942-49;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet.;https://www.alexandria.unisg.ch/66907/;Zwischen Euphorie und Ernüchterung: Wie entwickelt sich Collaborative Communication via Intranet und Extranet;Back, Andrea;01. Mai 03;
1647173352-245;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Projektmanagement bei verteilten Teams mit Jive-Gruppen im Swiss Re Ourspace.;https://www.alexandria.unisg.ch/216607/;Projektmanagement bei verteilten Teams mit Jive-Gruppen im Swiss Re Ourspace;"Back, Andrea; Fuellemann, Peter & Jastrowski, Wolfgang";2012;
1647173561-345;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Technology enabled Management Education - Die Lernum­gebung MBE Genius im Bereich Executive Study an der Universität St. Gallen.;https://www.alexandria.unisg.ch/6789/;Technology enabled Management Education - Die Lernum­gebung MBE Genius im Bereich Executive Study an der Universität St. Gallen;"Back, Andrea; Seufert, Sabine & Kramhöller, S.";1998;IO Management
1647173242-192;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Newsaggregatoren-Software - ein Marktüberblick.;https://www.alexandria.unisg.ch/213814/;Newsaggregatoren-Software - ein Marktüberblick;Heidecke, Florian & Back, Andrea;01. Apr 07;
1647173254-198;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Coworking aus Unternehmenssicht – Serendipity-Biotop oder Fluchtort?;https://www.alexandria.unisg.ch/250003/;Coworking aus Unternehmenssicht – Serendipity-Biotop oder Fluchtort?;Josef, Barbara & Back, Andrea;Dez 16;
1647173650-387;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Nutzerpräferenzen für Funktionen mobiler Lernanwendungen in der betrieblichen Bildung.;https://www.alexandria.unisg.ch/219811/;Nutzerpräferenzen für Funktionen mobiler Lernanwendungen in der betrieblichen Bildung;Back, Andrea & Henestrosa, Alexandra;2012;Zeitschrift für E-Learning : Lernkultur und Bildungstechnologie
1647173162-154;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Evaluation Report: Review of the Knowledge Management Activities in the Unilever Culinary Category.;https://www.alexandria.unisg.ch/196967/;Evaluation Report: Review of the Knowledge Management Activities in the Unilever Culinary Category;Back, Andrea & von Krogh, G.;01. Aug 98;
1647172975-65;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Implementierung von Wissensmanagement-Systemen und -Netzwerken.;https://www.alexandria.unisg.ch/214305/;Implementierung von Wissensmanagement-Systemen und -Netzwerken;Back, Andrea;12. Mai 04;
1647173252-197;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wearable Business Solutions – Herleitung und Auswirkung auf die Value Creation durch Unternehmen im Jahr 2021 mittels Szenariotechnik und Delphimethode.;https://www.alexandria.unisg.ch/249220/;Wearable Business Solutions – Herleitung und Auswirkung auf die Value Creation durch Unternehmen im Jahr 2021 mittels Szenariotechnik und Delphimethode;Heusler, Noemi & Back, Andrea;Aug 16;
1647172990-72;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Return on E-Learning Investment.;https://www.alexandria.unisg.ch/66882/;Return on E-Learning Investment;Back, Andrea;04. Mär 05;
1647173700-411;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Practical Implications On How Established Companies Innovate With Startups: Tools and Guidelines for Innovation Managers.;https://www.alexandria.unisg.ch/258572/;Practical Implications On How Established Companies Innovate With Startups: Tools and Guidelines for Innovation Managers;"Peter, Lukas; Back, Andrea & Werro, Tina";2019;
1647173116-132;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?;https://www.alexandria.unisg.ch/216806/;Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?;Back, Andrea & Henestrosa, Alexandra;18. Apr 12;
1647173511-321;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Exploring Innovation Practices for B2E Initiatives in the Digital Age.;https://www.alexandria.unisg.ch/254096/;Exploring Innovation Practices for B2E Initiatives in the Digital Age;Guggisberg, Vanessa & Back, Andrea;09. Mär 18;
1647173551-340;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Groupwarebasierter Help-Desk für Informatikprobleme: eine Applikation unter Lotus Notes an der Universität St. Gallen.;https://www.alexandria.unisg.ch/196928/;Groupwarebasierter Help-Desk für Informatikprobleme: eine Applikation unter Lotus Notes an der Universität St. Gallen;Back, Andrea & Schubert, P.;01. Jan 96;HMD: Praxis der Wirtschaftsinformatik
1647173085-117;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Social Media Update: Objectives and Trends.;https://www.alexandria.unisg.ch/214342/;Social Media Update: Objectives and Trends;Back, Andrea;25. Okt 10;
1647173606-366;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Meetings in Europa: State-of-the-art und Zukunftstrends.;https://www.alexandria.unisg.ch/213218/;E-Meetings in Europa: State-of-the-art und Zukunftstrends;Mayrhofer, David & Back, Andrea;01. Jun 03;Bulletin
1647173438-286;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Reifegradmodelle im Management von Enterprise 2.0.;https://www.alexandria.unisg.ch/69829/;Reifegradmodelle im Management von Enterprise 2.0;Back, Andrea;15. Sep 10;
1647173478-305;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Efficient And Ubiquitous Resource Allocation - Can Smartphones Improve Urban Traffic Flow Associated With Numerous Cars Searching For Parking Spaces?;https://www.alexandria.unisg.ch/226174/;Efficient And Ubiquitous Resource Allocation - Can Smartphones Improve Urban Traffic Flow Associated With Numerous Cars Searching For Parking Spaces?;"Fiechter, Daniel; Sammer, Thomas & Back, Andrea";02. Okt 13;
1647173664-394;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Information security: Critical review and future directions for research.;https://www.alexandria.unisg.ch/232187/;Information security: Critical review and future directions for research;Silic, Mario & Back, Andrea;13. Jun 14;Information Management & Computer Security
1647173332-235;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Unternehmensinternes Multiblog der Namics AG.;https://www.alexandria.unisg.ch/214325/;Unternehmensinternes Multiblog der Namics AG;Hain, Stefanie & Schopp, Bernd;2008;
1647173708-415;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;From Data to Dollar – Using the Wisdom of an Online Tipster Community to Improve Sports Betting Returns.;https://www.alexandria.unisg.ch/260293/;From Data to Dollar – Using the Wisdom of an Online Tipster Community to Improve Sports Betting Returns;"Grüttner, Arne; Wambsganss, Thiemo & Back, Andrea";2020;
1647173543-336;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Entwicklungen im Markt und in Anwendungsfeldern von Groupware.;https://www.alexandria.unisg.ch/196919/;Entwicklungen im Markt und in Anwendungsfeldern von Groupware;Back, Andrea;01. Jan 95;Informatik/Informatique
1647173260-201;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Implementierung und Nutzung der Prozesskostenrechnung.;https://www.alexandria.unisg.ch/214286/;Implementierung und Nutzung der Prozesskostenrechnung;Back, Andrea;1995;
1647173217-180;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;How Knowledge Networks in practice look like: Findings from an international survey.;https://www.alexandria.unisg.ch/287/;How Knowledge Networks in practice look like: Findings from an international survey;Enkel, Ellen & Wicki, Yvonne;2002;
1647173656-390;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Factors impacting information governance in the mobile device dual-use context.;https://www.alexandria.unisg.ch/225291/;Factors impacting information governance in the mobile device dual-use context;Silic, Mario & Back, Andrea;29. Aug 13;Records Management Journal
1647173658-391;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Systemic Differences between SaaS- and On-Premise-ERP : An Overview of a Qualitative Option Calculation Scheme.;https://www.alexandria.unisg.ch/226179/;Systemic Differences between SaaS- and On-Premise-ERP : An Overview of a Qualitative Option Calculation Scheme;Link, Björn & Back, Andrea;01. Okt 13;AIS Transactions on Enterprise Systems
1647173100-124;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Social Media in Universities.;https://www.alexandria.unisg.ch/146667/;Social Media in Universities;Back, Andrea;14. Jun 11;
1647173007-80;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;eLearning 2.0: Web-Architekturen des Mitwirkens laden Sie ein.;https://www.alexandria.unisg.ch/213932/;eLearning 2.0: Web-Architekturen des Mitwirkens laden Sie ein;Back, Andrea;28. Sep 06;
1647173133-140;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile Enterprise - bereit für den mobilen Wandel?;https://www.alexandria.unisg.ch/240750/;Mobile Enterprise - bereit für den mobilen Wandel?;Egeli, Martin & Back, Andrea;28. Apr 15;IT business
1647173154-150;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Rollen, Prozesse und Führung in der Digitalen Transformation: Ratgeber und Fallstudien zur Strategiearbeit für das digitale Zeitalter (Teil 2).;https://www.alexandria.unisg.ch/248725/;Rollen, Prozesse und Führung in der Digitalen Transformation: Ratgeber und Fallstudien zur Strategiearbeit für das digitale Zeitalter (Teil 2);Berghaus, Sabine & Back, Andrea;2016;
1647172868-14;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Kooperatives Lernen im Internet.;https://www.alexandria.unisg.ch/213414/;Kooperatives Lernen im Internet;Back, Andrea;01. Sep 99;
1647173373-255;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mobile First auch in Beratungsprozessen des Private Banking? Entwicklung und Validierung einer iPad-Applikation.;https://www.alexandria.unisg.ch/248640/;Mobile First auch in Beratungsprozessen des Private Banking? Entwicklung und Validierung einer iPad-Applikation;"Ruf, Christian; Back, Andrea & Burkhardt, Marc";Mär 16;
1647173035-93;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog.;https://www.alexandria.unisg.ch/213950/;Lernkurve von 1.x nach 2.x - Erkenntnisse nach 100 Tagen Wissensblog;Back, Andrea;10. Apr 08;
1647173515-323;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work).;https://www.alexandria.unisg.ch/257355/;Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work);Back, Andrea & Schacker, Maximilian;13. Jun 19;
1647173089-119;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Do LMS have a Future? A conversation between criticism and defence of today's LMS.;https://www.alexandria.unisg.ch/102536/;Do LMS have a Future? A conversation between criticism and defence of today's LMS;Back, Andrea;23. Mär 11;
1647173654-389;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Implementing a Classification Scheme for Enterprise 2.0.;https://www.alexandria.unisg.ch/217412/;Implementing a Classification Scheme for Enterprise 2.0;Back, Andrea & Irmler, Peter;01. Okt 12;Information Technology : it
1647172876-18;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Aufbau einer massgeschneiderten IT-Architektur für das Wissensmanagement.;https://www.alexandria.unisg.ch/213156/;Aufbau einer massgeschneiderten IT-Architektur für das Wissensmanagement;Back, Andrea;01. Mär 00;
1647173408-272;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Zum Verhältnis von eLearning und Wissensmanagement im Unternehmen.;https://www.alexandria.unisg.ch/249434/;Zum Verhältnis von eLearning und Wissensmanagement im Unternehmen;Back, Andrea;30. Sep 02;
1647173662-393;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Editorial: Erste Ausgabe von iTeL.;https://www.alexandria.unisg.ch/238594/;Editorial: Erste Ausgabe von iTeL;"Back, Andrea; Reinmann, Gabi & Baumgartner, Peter";2014;Interdisziplinäre Zeitschrift für Technologie und Lernen (iTeL)
1647173365-251;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensarbeit nach Lean-Prinzipien bei Saia-Burgess Controls.;https://www.alexandria.unisg.ch/236229/;Wissensarbeit nach Lean-Prinzipien bei Saia-Burgess Controls;"Back, Andrea; Lauber, Jürgen & Sütterlin, Sarah";2014;
1647172961-58;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft.;https://www.alexandria.unisg.ch/66859/;Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft;Back, Andrea;02. Dez 03;
1647173102-125;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry.;https://www.alexandria.unisg.ch/214345/;Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry;Back, Andrea & Haager, Christoph;14. Jun 11;
1647173137-142;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;„Die Kinder üben eine Denkhaltung“.;https://www.alexandria.unisg.ch/260035/;„Die Kinder üben eine Denkhaltung“;Back, Andrea & Grüttner, Arne;Jan 20;Personalwirtschaft - Das Magazin für den Job HR: Alter! So fördern und nutzen Sie die Talente erfahrener Mitarbeiter
1647172929-43;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Zum Verhältnis von eLearning und Wissensmanagement in Unternehmen.;https://www.alexandria.unisg.ch/213831/;Zum Verhältnis von eLearning und Wissensmanagement in Unternehmen;Back, Andrea;01. Okt 02;
1647173461-297;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Narrative Hypervideos: Methodenentwurf zur Nutzung usergenerierter Videos in der Wissenskommunikation.;https://www.alexandria.unisg.ch/218402/;Narrative Hypervideos: Methodenentwurf zur Nutzung usergenerierter Videos in der Wissenskommunikation;Back, Andrea & Toedtli, Maria Camilla;10. Sep 12;
1647173559-344;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Bildung für das Verständnis von Informations- und Kommunikationstechnik (IuK) - IuK für die Ausbildung.;https://www.alexandria.unisg.ch/213807/;Bildung für das Verständnis von Informations- und Kommunikationstechnik (IuK) - IuK für die Ausbildung;Back, Andrea;01. Jan 97;Schweizerische Zeitschrift für kaufmännisches Bildungswesen
1647172933-45;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensmanagement IKT-Systeme und -Tools.;https://www.alexandria.unisg.ch/213562/;Wissensmanagement IKT-Systeme und -Tools;Back, Andrea;01. Okt 02;
1647173321-230;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Organisation des Aussendiensttrainings in der Pharma-Branche: Entwicklung eines Referenzmodells mittels Fallstudienforschung.;https://www.alexandria.unisg.ch/213547/;Organisation des Aussendiensttrainings in der Pharma-Branche: Entwicklung eines Referenzmodells mittels Fallstudienforschung;Das Training von Außendienstmitarbeitern im Vertrieb stellt hinsichtlich seiner Organisation eine große Herausforderung dar. Weiterhin hat Training in der pharmazeutischen Industrie einen größeren Einfluss auf die Performance von Vertriebsmitarbeitern als in anderen Branchen. Die Autoren stellen im Rahmen dieser Forschungsarbeit ein Referenzmodell für das Außendiensttraining in dezentral organisierten, global operierenden Unternehmen der Pharmabranche vor. Dieses wurde im Rahmen eines Design-Science-Ansatzes mittels vergleichender Fallstudienforschung entwickelt. Untersucht wurden dabei die strategische Verankerung, die Aufbau- und Ablauforganisation sowie die Unterstützung einzelner Aufgaben des Außendiensttrainings durch Informations- und Kommunikationstechnologie an acht weltweit verteilten Standorten. Darauf aufbauend wurde anschließend das Referenzmodell entworfen, welches auch für die Praxis konkrete Gestaltungsempfehlungen liefert.;2007;
1647173315-227;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The customer - an untapped source of innovations. Developing a Customer Integration Network in HP.;https://www.alexandria.unisg.ch/257/;The customer - an untapped source of innovations. Developing a Customer Integration Network in HP;"Gurgul, Grzegorz; Enkel, Ellen; Rumyantseva, Maria & Ulrich, Claudia";2007;
1647173114-131;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Tablet Books: Your Courses' Material in Harry Potter Newspaper Style.;https://www.alexandria.unisg.ch/216775/;Tablet Books: Your Courses' Material in Harry Potter Newspaper Style;Back, Andrea;03. Apr 12;
1647173356-247;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Das St. Galler Enterprise-2.0-Methodenset - Ein Ansatz zum organisatorischen Wandel.;https://www.alexandria.unisg.ch/216600/;Das St. Galler Enterprise-2.0-Methodenset - Ein Ansatz zum organisatorischen Wandel;Friedel, Dominik & Back, Andrea;2012;
1647173635-380;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Die Öffnung des Innovationsprozesses.;https://www.alexandria.unisg.ch/214353/;Die Öffnung des Innovationsprozesses;Back, Andrea;01. Nov 09;wirtschaftsmagazin
1647173507-319;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Effects of Color Appeal, Perceived Risk and Culture on User’s Decision in Presence of Warning Banner Message.;https://www.alexandria.unisg.ch/250229/;Effects of Color Appeal, Perceived Risk and Culture on User’s Decision in Presence of Warning Banner Message;"Silic, Mario; Cyr, Dianne; Back, Andrea & Holzer, Adrian";07. Jan 17;
1647173073-111;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web-Video zur Wissenskommunikation.;https://www.alexandria.unisg.ch/68834/;Web-Video zur Wissenskommunikation;Back, Andrea;13. Apr 10;
1647173051-101;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?;https://www.alexandria.unisg.ch/67838/;Enterprise Work 2.0: So arbeiten Profis im Netz - und ich?;Back, Andrea;29 July 2009;
1647172931-44;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wissensmanagement und -Tools.;https://www.alexandria.unisg.ch/196897/;Wissensmanagement und -Tools;Back, Andrea;01. Okt 02;
1647173340-239;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning im Unternehmen.;https://www.alexandria.unisg.ch/67460/;E-Learning im Unternehmen;Back, Andrea;2008;
1647173381-259;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;E-Learning: Weiterbildung im Internet.;https://www.alexandria.unisg.ch/213696/;E-Learning: Weiterbildung im Internet;"Seufert, Sabine; Back, Andrea & Häusler, Martin";2001;
1647173490-311;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Is an App Better than an Email? Developing Trust in a Mobile Financial Advisory Service : Design and Evaluation of a Prototype.;https://www.alexandria.unisg.ch/239780/;Is an App Better than an Email? Developing Trust in a Mobile Financial Advisory Service : Design and Evaluation of a Prototype;"Ruf, Christian; Back, Andrea & Wittmann, Matthias";05. Mär 15;
1647173202-173;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt.;https://www.alexandria.unisg.ch/196924/;Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt;"Leithner, Barbara; Keller, Miriam; Bursian, Olaf; Bendel, Oliver & Back, Andrea";14. Mär 01;
1647173549-339;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Internet und World Wide Web : Zugangs- und Anwendungsmöglichkeiten für den Steuerberater.;https://www.alexandria.unisg.ch/197088/;Internet und World Wide Web : Zugangs- und Anwendungsmöglichkeiten für den Steuerberater;Back, Andrea & Wagner, J.;01. Jan 96;DSWR
1647173204-174;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Lernen mit elektronischen Medien: Projekt E-Learning der UBS AG, Zürich.;https://www.alexandria.unisg.ch/67626/;Lernen mit elektronischen Medien: Projekt E-Learning der UBS AG, Zürich;"Bursian, Olaf; Bendel, Oliver; Isler, A.; Martin, Gunnar; Leithner, Barbara; Keller, Miriam & Back, Andrea";01. Mai 01;
1647173240-191;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens).;https://www.alexandria.unisg.ch/213849/;Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens);Back, Andrea;01. Jan 06;
1647172879-19;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Technologie und Mensch im Wissensmanagement.;https://www.alexandria.unisg.ch/213494/;Technologie und Mensch im Wissensmanagement;Back, Andrea;21. Mär 00;
1647172845-3;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Knowledge Management: Concepts and Technologies.;https://www.alexandria.unisg.ch/66868/;Knowledge Management: Concepts and Technologies;Back, Andrea;22. Apr 98;
1647173553-341;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Kanzleiinformationssystem: Mehrdimensionales Kanzleicontrolling.;https://www.alexandria.unisg.ch/196936/;Kanzleiinformationssystem: Mehrdimensionales Kanzleicontrolling;Back, Andrea & Seufert, Andreas;01. Jan 97;Datenverarbeitung-Steuer-Wirtschaft-Recht
1647173313-226;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;A methodology for adapting Knowledge Networks - managerial guidelines.;https://www.alexandria.unisg.ch/256/;A methodology for adapting Knowledge Networks - managerial guidelines;"Enkel, Ellen; Gurgul, Grzegorz & Rumyantseva, Maria";2007;
1647173451-292;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest.;https://www.alexandria.unisg.ch/214388/;Towards Measuring Crowdsourcing Success: An Empirical Study on Effects of External Factors in Online Idea Contest;Walter, Thomas & Back, Andrea;04. Sep 11;
1647172843-2;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The Knowledge Creation Company: Strategisches Management & IKT.;https://www.alexandria.unisg.ch/213560/;The Knowledge Creation Company: Strategisches Management & IKT;Back, Andrea & Seufert, Andreas;16. Apr 98;
1647173047-99;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren.;https://www.alexandria.unisg.ch/67842/;Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren;Back, Andrea;05. Mai 09;
1647173152-149;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Wie packen Unternehmen die Digitale Transformation an? (Teil 1).;https://www.alexandria.unisg.ch/247311/;Wie packen Unternehmen die Digitale Transformation an? (Teil 1);Berghaus, Sabine & Back, Andrea;2016;
1647173589-358;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Computer Supported Cooperative Work (CSCW) - State-of-the-Art und zukünftige Herausforderungen.;https://www.alexandria.unisg.ch/213276/;Computer Supported Cooperative Work (CSCW) - State-of-the-Art und zukünftige Herausforderungen;Back, Andrea & Seufert, Andreas;01. Jun 00;HMD - Praxis der Wirtschaftsinformatik
1647173093-121;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Social Media im Unternehmenskontext und in der Arbeit.;https://www.alexandria.unisg.ch/214343/;Social Media im Unternehmenskontext und in der Arbeit;Back, Andrea;23. Mai 11;
1647173517-324;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;The New Window to Athlete’s Soul – What Social Media Tells Us About Athletes’ Performances.;https://www.alexandria.unisg.ch/258471/;The New Window to Athlete’s Soul – What Social Media Tells Us About Athletes’ Performances;"Grüttner, Arne; Vitisvorakarn, Min; Wambsganss, Thiemo; Rietsche, Roman & Back, Andrea";07. Jan 20;
